"year","Austria","Belgium","Denmark","Finland","France","Germany","Italy","Netherlands","Norway","Sweden","Switzerland","UK","12 W. Europe","Ireland","Greece","Portugal","Spain","14 small WEC","30 W. Europe","Australia","N. Zealand","Canada","USA","W. Offshoots","Albania","Bulgaria","Czecho-slovakia","Hungary","Poland","Romania","Yugoslavia","7 E. Europe","Bosnia","Croatia","Macedonia","Slovenia","Serbia/Montenegro/Kosovo","F. Yugoslavia","Czech Rep.","Slovakia","F. Czecho-slovakia","Armenia","Azerbaijan","Belarus","Estonia","Georgia","Kazakhstan","Kyrgyzstan","Latvia","Lithuania","Moldova","Russia","Tajikistan","Turk-menistan","Ukraine","Uzbekistan","F. USSR","Argentina","Brazil","Chile","Colombia","Mexico","Peru","Uruguay","Venezuela","8 L. America","Bolivia","Costa Rica","Cuba","Dominican Rep.","Ecuador","El Salvador","Guatemala","Haïti","Honduras","Jamaica","Nicaragua","Panama","Paraguay","Puerto Rico","T. & Tobago","15 L. America","21 Caribbean","L. America","China","India","Indonesia (& Timor until '99)","Japan","Philippines","S. Korea","Thailand","Taiwan","Bangladesh","Burma","Hong Kong","Malaysia","Nepal","Pakistan","Singapore","Sri Lanka","16 E. Asia","Afghanistan","Cambodia","Laos","Mongolia","North Korea","Vietnam","24 Sm. E. Asia","30 E. Asia","Bahrain","Iran","Iraq","Israel","Jordan","Kuwait","Lebanon","Oman","Qatar","Saudi Arabia","Syria","Turkey","UAE","Yemen","W. Bank & Gaza","15 W. Asia","Asia","Algeria","Angola","Benin","Botswana","Burkina Faso","Burundi","Cameroon","Cape Verde","Centr. Afr. Rep.","Chad","Comoro Islands","Congo 'Brazzaville'","Côte d'Ivoire","Djibouti","Egypt","Equatorial Guinea","Eritrea & Ethiopia","Gabon","Gambia","Ghana","Guinea","Guinea Bissau","Kenya","Lesotho","Liberia","Libya","Madagascar","Malawi","Mali","Mauritania","Mauritius","Morocco","Mozambique","Namibia","Niger","Nigeria","Rwanda","S. Tomé & P.","Senegal","Seychelles","Sierra Leone","Somalia","South Africa","Sudan","Swaziland","Tanzania","Togo","Tunisia","Uganda","Zaire (Congo-Kinshasa)","Zambia","Zimbabwe","3 Small Afr.","Total Africa","...182","World Total"
1996,149041.605463741,187684.847598149,109502.134392353,83461.5125579585,1107663.8164867,1426553.50134094,996781.92066928,294839.729532585,99577.3844381004,157582,148264.138885558,1054948.36075886,5815900.95212422,56291.6790194218,110482.18882159,121142.649476042,523519.6720597,38136,6665473.14150097,354521.178117909,56332.6068516062,580059.747718431,6803768.74273565,7794682.27542359,7965.21519432587,39513.8144966002,130723.269274684,60214.3749080824,230083.713611274,74832.5829581198,91336.531307442,634669.501750528,12232.686,25440.6443112454,5889.23908194792,21732.9253841093,26041.0365301394,91336.531307442,91016.5592672058,39706.7100074781,130723.269274684,11454.7698502588,14161.7714527926,49159.8008173271,12906.9055672027,12984.3745809945,75466.5873144142,8573.35092152357,14600.0574252028,19778.1231580866,10059.4765698259,688907.318550931,4729.54039437326,8954.62523704715,133779.947905649,72222.3385066398,1137738.98825227,295090,891202,136918.407376979,200695,586144,88050,24867,192160,2415126.40737698,18484,17899,22812,22373,48816,14532,37000,5349,10913,9497,6033,14280,16458,46953,12651,304050,20975,2740151.40737698,3521141,1537383,705895,2590265.17449985,168507,571926.208722373,409936,299967.349449479,91203.7897691828,43583.9797053293,136550.41666566,155352.928616587,21170,239266.444193208,72116.6082570386,56764.551440546,10621029.4513193,11342,11543,5355,2620,27091,111737.010843538,25135.7826169074,194823.793460445,2707,267403,20799,82938,17861,19518,11274,15700,3922,163815,109904,382738.009310333,32356,36631,12381,1179947.00931033,11995800.25409,77500,6518,6942.48895836518,5259,8598.09923385626,3155.94675580985,13734,532,1919,3075,316,5751,19136,464,165950.085494317,1100,36218.8109048724,5333,1003,21135,4203,970,29441,2819.28610503282,2541,11160,9258.74601387652,6389,7251,2319,10349,75323,17749.0812575646,6005,4598.65380505218,129605.159160847,4348,179,11362,462,2528,6048,160561,25242,2576,15837.4943147918,3080,35481,14895,13535.5982522709,6080,15669,476,1021982.45025666,NA,31990498.018651
1997,151783.227224781,193950.218456916,113004.57021562,88627.9681324408,1134262.2732414,1452295.15417913,1016979.55124751,306157.360908058,104744.166984703,162430,151092.388638967,1089522.13600171,5964849.01523124,62866.995939154,114501.058390229,126210.100189192,543757.755184327,39918,6852102.92493415,370332.917254248,57150.9378511993,604681.788916471,7109774.55034875,8141940.19437067,7152.76324450463,37301.0408847906,131892.371430964,62963.8814932079,245729.418609887,70267.7953976744,100596.324665422,655903.595726451,16709.849076,27170.6081244101,5971.68842909519,22776.1058025465,27968.0732333697,100596.324665422,90354.8067593783,41537.5646715859,131892.371430964,11832.7772553174,14983.1541970545,54764.0181105024,14262.130651759,14347.733911999,76749.5192987592,9422.1126627544,15811.8621914947,21162.5917791526,10220.4281949431,698552.021010644,4809.9425810776,7933.79796002377,129766.54946848,75977.9001089851,1160596.53938295,318698,925068,145962.661808127,203706,625759,95622,26112,204843,2545770.66180813,19408,18901,23565,24230,50476,15157,38518,5493,11459,9355,6340,14908,16886,48549,13043,316288,21497,2883555.66180813,3706647,1611108,737760,2636147.52340523,177264,598526.109460461,404197,319997.468888239,96116.8130380536,46087.6567017181,143476.299944167,166729.022542627,22025,241693.553469732,78283.2893223578,60397.4685439679,11046456.2053166,12023,11846,5636,2726,25249,120845.463870029,26236.0783369855,204561.542207015,2791,280773,19996,85675,18409,19708,11725,16671,4865,167106,112640,411553.499377676,34517,39592,13573,1239594.49937768,12490612.2469012,78353,7033,7338.210828992,5611,9010.46333454943,3168.57054283309,14435.1893201601,573,2067,3204,330,5716,20227,461,175073.108715105,1884,37921.297880194,5637,1052,22023,4413,1024,30059,2953.85557986871,2555,11741,9602,6632,7737,2393,10970,73566,19720,6257,4727,133363,4948,181,11930,518,2083,6044,164786,27766,2674,15685,2928,37397,15655,12777.384845349,6286,16092,496,1057077.08104705,NA,33241788.2441706
1998,157233,197587,115447,93640,1163069,1478795,1026365,323975,106995,168815,155651,1123047,6110619,67719,118329,132300,568115,39975,7037057,390635,57449,629755,7413357,8491196,8061.16417655672,38793.0825201823,133504,66008,259283,66894.9412185861,105771.603861463,678315.791776788,19483.684022616,27849.8733275204,6174.72583568443,23596.0456114382,28667.2750642039,105771.603861463,89566,43938,133504,12696.5699949555,16481.46961676,59364.1956317846,15003.7614456505,14792.5136632709,75291.2784320828,9619.97702867224,16555.0197144949,22707.4609790308,9556.10036227177,661528.76389708,5064.86953787471,8497.09761518546,127300.985028578,79320.9277137805,1133780.99066147,334314,926918,150678.538371196,205132,657263,95718,27313,204433,2601769.5383712,20417,20489,23871,25998,50678,15732,40482,5614,11791,9317,6600,15504,16819,50103,13669,327084,22033,2950886.5383712,3717352,1715943,639032,2558595,176200,566815,361756,334621.761085453,101139.121834061,48748.3886628399,136347.132671238,154458.741528822,22435,247857.30535752,77549.4715966204,63236.1838550693,10922086.1065916,12744,11998,5806,2821,25130,127812.011730116,26675.2499722142,212986.261702331,2924,285827,22993,88246,18950,19354,12077,17121,5275,169987,121201,424177,35916,41532,14807,1280387,12415459.368294,82349,7511,7675,5942,9587.77307551988,3320.29176136364,15156,615,2147,3451,333,5928,21198,461,185114.642119905,2298,37389.1731702173,5835,1089,23058,4625,735.667377170062,30540,2865.99617067834,2580,11318,9975.77108142915,6850,8116,2482,11628,79339,22204,6470,5219,135764,5388,185,12611,548,2066,6044,166054,29432,2759,16266,2867,39192,16391,12572.3694377372,6167,16559,520,1096791.68419402,NA,33803487.3732974
1999,162410,204349,118399,97261,1201508,1508538,1046091,339125,109221,176425,157653,1157194,6278174,74709,122405,137341,594177,41210,7248016,406196,60453,664604,7746169,8877422,8875.34175838895,39685.3234181464,134743,68722,271181,66092.201923963,103884.689062475,693183.556162973,21334.6340047645,27599.2244675727,6440.23904661886,24917.4241656787,23593.1673778398,103884.689062475,90727,44016,134743,13115.5568047891,17701.0983684002,61382.5782832653,14988.7576842048,15221.4965595058,77324.142949749,9975.91617873312,17101.3353650732,22321.4341423872,9231.19294995453,703866.604786493,5252.26971077608,9899.11872169106,127046.383058521,82811.0485331868,1187238.93409673,322947,934333,149532.09346172,196722,681982,96579,26548,191963,2600606.09346172,20499,22415,25494,28078,46978,16268,42020,5765,11567,9308,7889,16000,16903,52207,14598,335989,22634,2959229.09346172,3961441,1819937,641286,2554893,182192,620582,377846,352771.541829874,106066.237616968,54083.9629920712,141005.54335242,163938.819800523,23175,256929.211748576,82868.767239896,65955.3291931573,11404971.4137735,13508,13294,6257,2821,25310,133913.227812803,28798.9855316921,223902.213344495,3050,291258,24948,90805,19594,19006,11980,17087,5565,168797,117444,404240,37029,43110,16153,1270066,12898939.627118,84984,7759,8037,6317,10190.9325063845,3287.23210227273,15823,668,2225,3531,340,5750,21537,472,196407,3250,39633.1477536385,4845,1159,24073,4838,795,30937,2933.83698030635,2623,11442,10445,7124,8660,2583,12244,79259,23870,6703,5188,137122,5798,190,13254,532,1899,6151,169541,31699,2856,16835,2950,41582,17637,12031.7701506267,6302,16443,542,1133297.91949323,NA,34997327.1303326
2000,167878,212010,122628,102185,1248521,1556928,1083598,352541,112768,183739,163323,1211453,6517572,81716,127880,142770,625120,42483,7537541,414058,61766,699382,8032209,9207415,9523.24170675135,41828.3308827264,138418,72303,282517,67480.1381643662,108608.689820033,720678.400573877,22486.7042410218,28399.6019771323,6730.04980371671,25889.2037081402,25103.1300900216,108608.689820033,94029,44389,138418,13889.3746562716,19665.9202872926,64942.7678236946,16157.8807835728,15495.4834975769,84901.9089588245,10514.6156523847,18281.3275052633,23191.9700739403,9425.04800190357,774253.265265143,5688.20809677049,10502.9649637142,134542.119658974,86123.4904745143,1287576.34569984,320364,975444,156244.702067975,202230,726934,99573,26203,198105,2705097.70206797,20991,22908,26896,30600,40059,16626,43533,5817,12134,9411,7500,16400,16835,53826,15299,338835,22846,3066778.70206797,4319339,1899526,672114,2628056,193066,673289,395791,373438.46826464,112371.403867748,61518.3069867388,155337.185530905,177955.096454891,24681,265633.732410546,90900.2904181043,69912.6666807131,12112929.1506143,13508,14224,6615,2821,25310,143002.346735572,28803.2173544876,234283.56409006,3208,306112,27692,98887,20437,19899,12184,18027,6172,177068,120145,433992,41621,45783,16153,1347380,13694592.7147043,87109,7991,8503,6860,10416.1940897483,3283.92613636364,16488,713,2265,3566,336,6221,21042,475,207013,3773,41774.1304577093,4753,1224,24963,4939,870,30906,3037.26641137856,2667,11832,10946,7388,8981,2713,12563,80052,24252,6931,5115,143018,6146,196,14022,504,1971,6260,175305,34773,2919,17694,2894,43537,18518,11286.1554559043,6529,15604,565,1173702.6725511,NA,36688284.8355971
2001,169244,213668,123502,104880,1271617,1576223,1103028,359326,114993,186757,165191,1229700,6618129,86691,133600,145636,647941,43795,7675792,429694,64000,709074,8093143,9295911,10208.9151096374,43543.2924489181,142285,75250,285948,71326.5060397351,112647.002411776,741208.716010067,23498.6059318678,29649.1844641261,6427.19756254946,26588.21220826,26483.8022449728,112647.002411776,96475,45810,142285,15222.7546232737,21612.8463957346,67995.0779114083,17191.9851537214,16239.2667054606,96363.6666682658,11071.8902819611,19743.8337056844,24676.2561586725,9999.97593001969,813740.181793665,6268.40532264108,10933.5865272265,146919.9946676,89999.0475458675,1367978.7693912,306237,988197,161521.146868507,205204,726676,99757,25316,204829,2717737.14686851,21343,23155,27694,31710,42108,16910,44549,5755,12450,9574,7726,16493,17184,55010,15948,347609,22617,3087963.14686851,4780797,2009448,697849,2632907,196439,705179,404369,365281.087849557,118297.60761073,68469.8640509255,156056.757819581,178532.292101116,25989,270574.526163604,89168.5792423954,68832.5463311684,12768190.2611691,12157,15035,6992,2821,25310,152862.217090507,29015.0650507129,244192.28214122,3356,317438,30185,98491,21520,19939,12732,19379,6561,177953,124590,401443,42329,47523,12922,1336361,14348743.5433103,89374,8239,8928,7217,11114,3353,17362,756,2272,3919,344,6445,21063,484,214258,5301,44990.285962877,4848,1295,26011,5136,871,31246,3137,2712,12530,11602,7085,10068,2832,13455,85095,27405,7083,5478,147452,6558,204,14681,493,2328,6371,180038,36894,2969,18791,2912,45670,19425,11049,6849,15183,593,1221768.28596288,NA,37739365.4615429
2002,170755,216891,124062,106570,1284653,1576223,1106823,359553,116716,191266,165907,1254905,6674324,92412,138834,146782,665441,45148,7762941,443202,66930,732692,8223657,9466481,10556.0182233651,45676.9137789151,145864,78539,290080,74892.8313417219,116999.848689634,762608.612033637,24368.0543513469,31190.9420562607,6485.0423406124,27465.6232111326,27490.1867302817,116999.848689634,98187,47677,145864,17521.390571388,23903.8081136825,71394.8318069787,18429.8080847894,17132.4263742609,105807.306001756,11071.8902819611,21007.4390628482,26354.2415774623,10779.9740525612,851985.970337967,6863.90382829199,11130.3910847166,154559.834390315,93779.0075427939,1441722.22311177,272876,1007295,165049,209163,732256,104684,22531,186690,2700544,21863,23832,28118,33116,42546,17287,45551,5723,12789,9672,7775,16861,17174,55285,16459,354051,22804,3077399,5374025,2080337,727541,2639801,204971,747781,425945,378396.186534152,123521.159700561,76686.2299496698,159003.170021052,185879.882493371,25911,279284.392505997,91085.7768480535,71561.5203505981,13591730.3184035,15634,15862,7401,2821,25310,163685.13482814,32090.8470436165,262803.981871757,3530,331723,32297,97900,22768,20537,13152,19882,6770,178131,131941,433157,43429,49376,10338,1394931,15249465.3002752,92949,9425,9464,7576,11692,3503,18490,794,2258,4307,352,6793,20747,497,221115,5809,45709,4848,1254,27182,5252,826,31590,3278,2851,12705,10129,7234,10501,2948,13912,87818,29433,7261,5643,149663,7174,214,14843,499,2968,6696,186520,39108,3052,20144,3043,46447,20746,11436,7074,14271,614,1260657,NA,39021274.1354206
2003,172763,219074,124543,108490,1298819,1572784,1107193,360759,117891,194945,165515,1289685,6732461,96537,145837,145636,686076,46543,7853090,461200,69243,746491,8431121,9708055,11189,47641.0210714085,151407,81835,301266,78562.5800774663,120896,792796.601148875,25147.83209059,32532.1525646799,6705.53378019322,28608,27902.539531236,120896.057966699,101729,49678,151407,19956.863860811,26581.0346224149,76249.6803698533,19369.7282971136,19034.1257018039,115647.385459919,11813.7069308525,22582.9969925618,28910.6030104761,11459.1124178726,914180.946172639,7564.02201877777,11887.2576784773,169088.458823005,97905.2838746769,1552231.20623125,296889,1018375,171486,218784,742508,108871,23027,172128,2752068,22453,25357,29186,33017,44078,17685,46690,5746,13365,10011,7969,17502,17828,56170,18829,365886,23277,3141231,6187983,2257166,763899,2686224,215015,770958,455204,391261,130013.038053649,87268.9509005118,164102.51164387,196661,26714,292390,93910,75786.3014304501,14794555.8020285,18088,16687,7830,2821,25310,175568.815553771,34239.0525257108,280543.868079481,3785,255607,25256,100152,23724,23925,13692,20280,7197,191848,133393,458486,48597,51203,9000,1366145,16441244.670108,99362,9745,9833,7871,12627,3462,19230,831,2086,4940,361,6847,20394,514,228190,6873,44089,4974,1338,28595,5315,821,32475,3367,1959,13455,11122,7516,11257,3113,14875,93175,31758,7515,5897,165677,7239,228,15825,470,3188,7038,192302,41884,3125,21292,3201,49048,21659,12099,7436,12787,635,1320915,NA,40809563.4774881
2004,176795,225609,127175,112500,1329614,1589449,1120504,368824,122439,200316,169781,1331721,6874727,100745,152462,147841,708466,47980,8032221,472265,71790,769405,8738865,10052325,11849,50785,158701,85761,317349,85241,127410,837096,26682,33931,6981,29880,29936,127410,106318,52383,158701,22052,29644,84943,20978,20157,126402,12641,25548,31022,12307,980002,8366,13634,189548,105444,1682688,323609,1076423,181775,229067,772208,114315,25744,203627,2926768,23396,26448,30879,33446,47604,18021,48184,5545,14193,10151,8392,18219,18559,57069,20335,380441,23944,3331153,6699034,2426453,801266,2750543,228776,807459,483882,415128,138328,99138,178216,210191,27676,314348,102174,79876,15762488,19535,23944,8331,3000,25310,189263,36530,305913,3997,373743,25256,105360,25765,26438,14705,21375,8471,202015,137128,499422,53311,53251,9000,1559237,17627638,104529,10836,10138,8115,13208,3627,19941,867,2114,6600,376,7087,20720,528,237546,9052,49865,5029,1434,30197,5459,839,33968,3508,2010,14127,11711,7892,11527,3275,15574,98820,34140,8011,5850,175618,7528,242,16743,456,3420,7432,195473,44021,3191,22719,3275,51991,22729,12898,7836,12301,668,1387061,NA,42950182
2005,181215,230572,130227,115650,1354877,1600575,1128348,376200,125745,206926,174195,1361019,6985549,106991,156883,149172,733971,48753,8181319,485488,73800,792487,9009770,10361545,12536,53934,168804,89190,328773,88736,133295,875268,27723,35356,7267,31165,31784,133295,113016,55788,168804,25117,36847,92928,22950,22092,138663,12615,28256,33442,13230,1042722,8927,15406,194666,112825,1800686,353381,1110868,191954,242124,797691,122088,27443,224602,3070151,24426,28008,34338,36556,50460,18580,49774,5645,15059,10252,8753,18748,19097,58610,21434,399740,25905,3495796,7268725,2649687,846938,2802803,240215,839757,506141,432563,147043,112620,190869,221331,28534,338553,109633,84828,16820240,22680,27129,8923,3000,25310,205161,38976,331179,4313,391309,25079,110733,27852,29240,15073,22422,9250,213328,143299,541373,57683,56233,9000,1656187,18807606,109860,13069,10432,8245,14146,3660,20400,923,2165,7121,392,7640,21114,545,248236,9930,55849,5180,1507,31979,5623,868,35972,3533,2117,15582,12250,8152,12230,3452,16104,101785,37008,8211,6341,185101,8070,256,17681,482,3663,7848,204932,46794,3261,24389,3314,54123,24150,13917,8251,11809,705,1460367,NA,44982587
2006,187557,237490,134525,121317,1387394,1651794,1150914,388991,128637,215617,180466,1400488,7185190,112769,163943,151260,763330,50146,8426638,499082,75276,815469,9253034,10642861,13226,57331,181231,92669,349158,96746,140835,931196,29635,37018,7558,33004,33620,140835,120701,60530,181231,28433,48086,102220,25245,24169,153500,13007,31703,36050,13865,1123012,9551,17163,208876,121061,1955941,383418,1155303,200784,258831,837576,131489,29364,246837,3243602,25598,30473,38493,37146,52428,19360,52462,5808,16053,10523,9094,19554,19918,60075,24520,421505,27361,3692468,7928475,2909356,893520,2858859,252946,883425,532460,453326,156600,127374,204230,234168,29560,359205,118842,91360,18033706,24540,30058,9672,3000,25310,221984,41794,356358,4602,414005,26634,116602,30080,30732,15163,23768,10638,220154,150607,578728,63105,58033,9000,1751851,20141915,112057,15499,10828,8665,14924,3846,21052,1023,2247,7136,396,8113,21261,571,265116,10059,61887,5242,1605,34025,5763,874,38274,3819,2282,16626,12862,8699,12878,3845,16667,109724,40227,8794,6709,196578,8659,273,18105,493,3850,8291,215793,52082,3356,26024,3444,56991,26759,14696,8763,11065,740,1549557,NA,47340576
2007,194122,243666,136677,126412,1419304,1693088,1169329,402995,129643,221223,186963,1436901,7360323,119535,170501,154132,790809,51368,8646668,519045,77685,835856,9447347,10879933,14059,60886,194889,93781,372900,101682,148046,986243,31651,39054,8004,35248,34089,148046,128064,66825,194889,32328,59338,111011,27063,27144,167161,14112,34874,39259,14281,1213976,10296,19154,225378,132562,2127937,416776,1201514,210221,278243,866576,143191,31596,267077,3415194,26776,32550,41303,40304,53739,20270,55767,6006,17064,10670,9385,20884,21272,60375,25648,442013,28797,3886004,8306661,3182835,949812,2924613,270905,928479,558550,479166,166466,142532,217301,248687,30537,379320,128112,97573,19011549,27509,33124,10397,3000,25310,240853,44060,384253,4974,446297,27034,122666,32757,31500,16300,25598,12265,227419,156932,605928,67080,59948,9000,1845698,21241500,115419,18645,11327,9047,15461,3985,21747,1103,2330,7150,398,7984,21602,600,283939,12212,68696,5536,1706,35965,5867,897,40992,4013,2496,17873,13660,9447,13432,3884,17367,112269,43043,9278,6931,210338,9343,289,18956,516,4096,8823,226798,57394,3473,27371,3509,60582,29006,15622,9315,10302,787,1642821,NA,49411106
2008,198004,246103,135037,127676,1423562,1713405,1157636,411055,132365,220781,190328,1446959,7402911,115949,175445,154132,797927,51665,8698029,531503,77840,839199,9485136,10933678,15015,64539,202624,94344,391172,108902,154032,1030628,33391,39991,8376,36481,35793,154032,131522,71102,202624,34526,66221,122112,26088,27711,172511,15185,33269,40436,15309,1281959,11110,21165,230111,144493,2242206,445117,1262279,216948,284921,877312,157224,34408,279897,3558106,28409,33704,42996,42440,57231,20777,57997,6084,17747,10286,9685,22094,22506,59651,26238,457845,29982,4045933,8908894,3415183,1007750,2904141,281120,948906,573073,479645,176454,148233,222516,260126,31972,386906,129521,103427,19977867,28445,35344,11146,3000,25310,255786,46299,405330,5278,457455,29602,127572,35346,33484,17686,27594,14278,237426,165093,611382,72044,62106,9000,1905346,22288543,118882,21106,11893,9309,16234,4164,22378,1168,2381,7136,402,8431,22098,635,304383,13592,76337,5663,1810,38590,6155,927,41689,4154,2673,18481,14629,10363,14117,3969,18513,118997,45970,9547,7589,222958,10390,306,19430,529,4321,9349,233829,61297,3556,29934,3548,63368,31617,16591,9855,8841,834,1734918,NA,50973935
